Permit Type,Initiating Office,Issue Datw,Valuation,# of Residential Units,Zone,Latitude,Longitude
Bldg-New,METRO,3/16/2020,350000,1,R1-1,34.10246,-118.20619
Bldg-New,VAN NUYS,10/26/2020,711000,1,[T]RE-1,34.28443,-118.58101
Bldg-New,METRO,11/6/2019,400000,1,RD2-1VL,34.07912,-118.27163
Bldg-Alter/Repair,VAN NUYS,2/3/2020,15000,1,R3-1,34.23388,-118.46992
Bldg-New,VAN NUYS,10/28/2021,630000,1,R1-1,34.16351,-118.49558
Bldg-New,VAN NUYS,11/16/2020,900000,1,R1-1,34.14289,-118.20792
Bldg-Alter/Repair,VAN NUYS,10/26/2021,20000,1,R2-1VL,34.17285,-118.36503
Bldg-New,METRO,7/17/2019,153000,1,RD1.5-1VL,34.07602,-118.25079
Bldg-New,VAN NUYS,9/10/2015,873000,1,R1-1-O,34.04358,-118.40416
Bldg-New,WEST LA,10/28/2021,540000,1,RE15-1-H,34.07417,-118.48746
Bldg-New,VAN NUYS,10/25/2021,438000,1,R1-1-RIO,34.15183,-118.41589
Bldg-New,WEST LA,3/18/2019,667875,1,RE15-1-H-HCR,34.0977,-118.38411
Bldg-New,VAN NUYS,7/11/2018,372000,1,R1V2,33.97393,-118.40165
Bldg-New,SOUTH LA,2/9/2021,190000,1,RD2-1,34.02774,-118.35733
Bldg-Addition,METRO,7/8/2020,51000,1,R2-1,34.10376,-118.23282
Bldg-New,WEST LA,2/23/2017,1730000,1,RE20-1-H,34.08032,-118.44886
Bldg-New,METRO,2/9/2021,270000,1,RD1.5-1,33.84301,-118.30423
Bldg-New,METRO,2/9/2021,320000,1,RD1.5-1,33.84301,-118.30423
Bldg-Alter/Repair,METRO,10/27/2021,90000,1,RD2-1-HPOZ,34.05982,-118.31784
Bldg-New,WEST LA,2/10/2021,155000,1,R1-1-HPOZ,34.19305,-118.44188
Bldg-New,VAN NUYS,5/13/2021,740000,1,R2-1XL,34.08482,-118.36894
Bldg-New,VAN NUYS,2/9/2021,850000,1,RE15-1-H,34.13719,-118.47536
Bldg-New,VAN NUYS,9/20/2018,210000,1,R3-1,34.03229,-118.43797
Bldg-New,METRO,5/24/2018,295000,1,RD1.5-1XL,34.11117,-118.27503
Bldg-New,METRO,8/20/2019,351000,1,R1V2,34.04685,-118.38295
Bldg-New,METRO,2/11/2021,375000,1,R1V2,33.96291,-118.41165
Bldg-New,VAN NUYS,1/23/2020,860000,1,R1-1,34.07804,-118.33987
Bldg-Alter/Repair,VAN NUYS,3/9/2017,10000,1,RA-1-K,34.31992,-118.47579
Bldg-New,METRO,2/9/2021,255000,1,RD1.5-1,33.84301,-118.30423
Bldg-New,VAN NUYS,10/31/2019,550000,1,R1V2,34.00524,-118.44185
Bldg-New,METRO,3/4/2020,181202,1,RD2-1,33.93975,-118.27858
Bldg-New,METRO,10/28/2021,1100000,1,RE20-1-H-HCR,34.09582,-118.42598
Bldg-New,WEST LA,11/5/2019,300000,1,R1-1,34.03175,-118.44805
Bldg-New,VAN NUYS,7/26/2018,250000,1,RD2-1VL,34.08008,-118.2518
Bldg-New,SANPEDRO,10/26/2021,124000,1,[Q]R2-1VL-O-CUGU,33.79017,-118.26227
Bldg-New,VAN NUYS,12/27/2019,231000,1,(T)(Q)RD3-1,34.24915,-118.51985
Bldg-New,WEST LA,9/28/2018,1212000,1,R1-1,34.06609,-118.43332
Bldg-New,VAN NUYS,10/16/2020,477000,1,R1-1-RIO,34.14742,-118.36538
Bldg-New,METRO,7/17/2019,153000,1,RD1.5-1VL,34.07597,-118.25082
Bldg-New,WEST LA,10/15/2019,1000000,1,R1V1,34.05083,-118.49694
Bldg-New,VAN NUYS,5/31/2017,680000,1,R1-1,34.09437,-118.37785
Bldg-New,VAN NUYS,9/19/2019,1059379,1,R1V2,34.04623,-118.39445
Bldg-New,METRO,2/9/2021,320000,1,RD1.5-1,33.84301,-118.30423
Bldg-New,METRO,10/9/2018,220000,1,RD1.5-1,34.04317,-118.3859
Bldg-Alter/Repair,VAN NUYS,10/29/2021,10000,1,R3-1,34.01814,-118.41194
Bldg-New,VAN NUYS,10/11/2019,500000,1,RE15-1-H,34.05475,-118.52043
Bldg-New,METRO,2/9/2021,255000,1,RD1.5-1,33.84301,-118.30423
Bldg-New,WEST LA,11/6/2019,575000,1,R1V2,34.0338,-118.40217
Bldg-New,VAN NUYS,10/30/2019,475000,1,RE11-1-H,34.22018,-118.65805
Bldg-New,VAN NUYS,9/20/2018,210000,1,R3-1,34.03213,-118.43812
Bldg-New,METRO,2/9/2021,255000,1,RD1.5-1,33.84301,-118.30423
Bldg-New,VAN NUYS,5/11/2021,665000,1,RE15-1,34.06116,-118.48058
Bldg-New,VAN NUYS,8/5/2021,475000,1,R1-1,34.16657,-118.42617
Bldg-New,VAN NUYS,1/13/2020,453000,1,R1-1,34.18502,-118.42776
Bldg-New,METRO,2/9/2021,255000,1,RD1.5-1,33.84301,-118.30423
Bldg-New,METRO,2/9/2021,320000,1,RD1.5-1,33.84301,-118.30423
Bldg-New,VAN NUYS,2/11/2021,400000,1,R1-1,34.14719,-118.43962
Bldg-New,VAN NUYS,4/30/2020,412000,1,R1-1-RIO,34.14943,-118.41054
Bldg-New,VAN NUYS,9/20/2018,210000,1,R3-1,34.03224,-118.43803
Bldg-Addition,VAN NUYS,10/2/2017,250000,1,R2-1XL,34.08509,-118.3134
Bldg-New,METRO,6/18/2020,145000,1,R1-1,33.93191,-118.24549
Bldg-Alter/Repair,WEST LA,2/10/2021,20000,1,[Q]RD1.5-1,34.12742,-118.34454
Bldg-New,VAN NUYS,2/10/2021,230000,1,R2-1XL,34.08583,-118.35726
Bldg-New,WEST LA,3/13/2017,648000,1,R1-1,34.12497,-118.34839
Bldg-New,VAN NUYS,1/11/2018,278000,1,R1-1,34.1817,-118.39009
Bldg-New,METRO,8/6/2021,327000,1,R1V2,34.00635,-118.44317
Bldg-New,VAN NUYS,12/17/2018,1368000,1,RE11-1,34.11224,-118.29937
Bldg-New,VAN NUYS,10/11/2017,280000,1,RD2-1VL,34.08024,-118.25184
Bldg-New,VAN NUYS,9/25/2020,780000,1,(Q)RA-1-H,34.27096,-118.56344
Bldg-Addition,METRO,10/25/2021,50000,1,R4-1XL,34.04904,-118.28891
Bldg-New,VAN NUYS,10/26/2020,650000,1,[T]RE-1,34.28419,-118.58164
Bldg-New,VAN NUYS,10/29/2019,543000,1,[T]RE-1,34.2859,-118.57209
Bldg-New,WEST LA,4/11/2019,335000,1,RD1.5-1,33.99438,-118.45056
Bldg-New,VAN NUYS,5/10/2021,836000,1,R1V1,34.05369,-118.49745
Bldg-New,METRO,4/4/2018,1200000,1,RW1-1-O,33.98492,-118.46727
Bldg-Addition,SOUTH LA,11/7/2019,165000,1,R2-1,33.99247,-118.28572
Bldg-New,VAN NUYS,5/10/2021,542000,1,R1-1,34.14337,-118.45261
Bldg-New,WEST LA,5/10/2021,1695000,1,RE11-1,34.07112,-118.46952
Bldg-New,VAN NUYS,7/7/2017,1800000,1,RE15-1-H,34.11293,-118.42576
Bldg-Addition,WEST LA,6/21/2017,24000,1,R1V2,34.02525,-118.44591
Bldg-New,WEST LA,4/11/2019,320000,1,RD1.5-1,33.99434,-118.45052
Bldg-New,WEST LA,8/20/2020,400000,1,R1-1-O,34.05338,-118.47606
Bldg-New,VAN NUYS,1/10/2020,499000,1,R1-1,34.16046,-118.49125
Bldg-New,WEST LA,4/11/2019,335000,1,RD1.5-1,33.99436,-118.45054
Bldg-New,WEST LA,9/14/2017,1850000,1,RE15-1-H,34.09935,-118.38651
Bldg-New,VAN NUYS,5/13/2021,487000,1,R1V2,34.00174,-118.45137
Bldg-New,VAN NUYS,9/4/2019,718000,1,R1-1,34.0428,-118.53689
Bldg-New,METRO,7/6/2018,450000,1,R1-1,34.05146,-118.54751
Bldg-New,METRO,12/11/2017,256445,1,R4-1,34.05573,-118.28447
Bldg-New,VAN NUYS,2/6/2018,300000,1,R1V2,33.97163,-118.41128
Bldg-New,VAN NUYS,5/9/2017,455000,1,R1-1,33.997,-118.40575
Bldg-New,VAN NUYS,12/10/2019,217000,1,C1-1VL,34.27428,-118.46813
Bldg-New,VAN NUYS,8/3/2021,280000,1,RE40-1,34.25047,-118.29452
Bldg-Alter/Repair,METRO,6/5/2020,501,1,R1-1,34.06979,-118.31266
Bldg-New,VAN NUYS,2/16/2018,681200,1,[T]RE-1,34.28272,-118.57934
Bldg-New,VAN NUYS,2/18/2021,350000,1,R1-1,34.09359,-118.21316
Bldg-New,VAN NUYS,3/5/2018,681200,1,[T]RE-1,34.28251,-118.58006
Bldg-New,VAN NUYS,8/3/2015,1280720,1,RE20-1-H,34.09026,-118.45338
Bldg-New,VAN NUYS,3/5/2018,650000,1,[T]RE-1,34.28237,-118.58063
Bldg-New,METRO,2/16/2021,700000,1,R1V2,34.00742,-118.45306
Bldg-New,VAN NUYS,3/3/2020,650000,1,RA-1,34.1655,-118.51061
Bldg-New,WEST LA,2/19/2021,1125000,1,R1-1,34.07282,-118.43307
Bldg-New,VAN NUYS,8/31/2018,726000,1,[T]RE-1,34.28434,-118.57542
Bldg-Alter/Repair,SANPEDRO,4/7/2014,2500,1,R2-1,33.99344,-118.4614
Bldg-New,VAN NUYS,2/16/2018,5440000,1,[T]RE-1,34.28254,-118.57939
Bldg-New,VAN NUYS,2/15/2021,400000,1,R1-1,34.16091,-118.47473
Bldg-New,METRO,12/11/2017,256445,1,R4-1,34.05571,-118.28441
Bldg-New,VAN NUYS,6/14/2018,790000,1,[T]RE-1,34.28387,-118.57438
Bldg-New,VAN NUYS,10/24/2019,450000,1,R1-1,34.16214,-118.49469
Bldg-New,VAN NUYS,7/23/2020,540000,1,R1-1,34.16048,-118.38647
Bldg-New,WEST LA,6/3/2019,180000,1,R1V2,34.00827,-118.42116
Bldg-New,METRO,2/19/2021,300000,1,R2-1XL,34.08578,-118.34147
Bldg-New,VAN NUYS,8/28/2020,500000,1,R1V2,33.96999,-118.39886
Bldg-New,WEST LA,2/19/2021,1025000,1,R1-1,34.03599,-118.52244
Bldg-New,VAN NUYS,4/25/2017,360000,1,R1-1-O-RFA,34.06991,-118.36805
Bldg-New,VAN NUYS,2/17/2021,1000000,1,RE15-1-H,34.14592,-118.49752
Bldg-New,WEST LA,1/23/2019,1300000,1,RE20-1,34.05295,-118.48558
Bldg-New,VAN NUYS,3/5/2018,650000,1,[T]RE-1,34.28217,-118.58045
Bldg-New,VAN NUYS,2/28/2017,670000,1,[T]RE-1,34.28244,-118.57506
Bldg-New,VAN NUYS,3/5/2018,688500,1,[T]RE-1,34.28227,-118.58025
Bldg-New,WEST LA,2/19/2021,420000,1,R1-1-RIO,34.14984,-118.39856
Bldg-New,VAN NUYS,12/18/2018,480000,1,R1-1,34.17025,-118.62657
Bldg-New,METRO,4/18/2021,200000,1,RD2-1,34.00573,-118.2765
Bldg-Addition,SOUTH LA,2/18/2021,30000,1,R3-1,34.10325,-118.31055
Bldg-New,WEST LA,3/15/2018,1253274,1,R1V2,34.00349,-118.45317
Bldg-New,VAN NUYS,6/17/2019,877000,1,R1V3,34.0752,-118.36462
Bldg-Addition,METRO,6/20/2019,318415,1,R1-1,34.03649,-118.38444
Bldg-New,VAN NUYS,11/27/2017,1246000,1,RE15-1-H,34.13944,-118.49355
Bldg-New,VAN NUYS,8/27/2019,550000,1,R2-1XL,34.08689,-118.35237
Bldg-New,METRO,12/1/2017,900000,1,RE15-1-H,34.12898,-118.3293
Bldg-New,VAN NUYS,11/7/2017,245000,1,R1-1-CUGU,34.27181,-118.43883
Bldg-New,VAN NUYS,12/27/2019,218000,1,(T)(Q)RD3-1,34.24915,-118.51985
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29797,-118.58374
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29817,-118.58436
Bldg-New,WEST LA,8/4/2021,160000,1,RD1.5-1,33.96868,-118.29055
Bldg-New,VAN NUYS,11/22/2019,306000,1,R1-1-RIO,34.14278,-118.41275
Bldg-New,METRO,8/3/2021,230000,1,R1-1,34.04684,-118.54234
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29829,-118.58381
Bldg-New,VAN NUYS,2/14/2018,791000,1,RE40-1-H,34.05118,-118.53136
Bldg-New,METRO,5/21/2019,900000,1,R1V2,34.03533,-118.40726
Bldg-New,METRO,3/20/2018,280000,1,RD1.5-1XL,34.10418,-118.31659
Bldg-New,VAN NUYS,12/27/2019,218000,1,(T)(Q)RD3-1,34.24915,-118.51985
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29837,-118.5841
Bldg-New,VAN NUYS,8/3/2021,692120,1,RA-1,34.16431,-118.51125
Bldg-New,VAN NUYS,1/6/2020,550000,1,R1-1-RIO,34.14506,-118.39952
Bldg-New,VAN NUYS,5/27/2020,913000,1,RE11-1,34.14499,-118.50653
Bldg-New,WEST LA,8/6/2021,500000,1,R1V2-O,34.04734,-118.37689
Bldg-New,VAN NUYS,8/5/2021,350000,1,R1-1-HCR,34.10731,-118.36743
Bldg-New,VAN NUYS,12/9/2019,600000,1,R2-1XL,34.08567,-118.35726
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29795,-118.58367
Bldg-New,VAN NUYS,1/6/2020,403000,1,R1-1-RIO,34.14504,-118.39957
Bldg-New,VAN NUYS,8/6/2021,2000000,1,RE15-1-H,34.13915,-118.47944
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29803,-118.58389
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29823,-118.58364
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29841,-118.58427
Bldg-New,VAN NUYS,8/2/2021,770000,1,RA-1,34.164,-118.51124
Bldg-New,WEST LA,9/24/2019,650000,1,R1-1D,34.11092,-118.31686
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29833,-118.58395
Bldg-Addition,METRO,11/19/2019,350000,1,R3-1,34.05897,-118.31337
Bldg-New,VAN NUYS,10/31/2019,750000,1,R1V3,34.07758,-118.36384
Bldg-New,VAN NUYS,12/27/2019,231000,1,(T)(Q)RD3-1,34.24915,-118.51985
Bldg-New,VAN NUYS,8/3/2021,500000,1,[T]RE-1,34.29809,-118.58404
Bldg-New,METRO,8/2/2021,209000,1,RD2-1XL,34.08768,-118.29588
Bldg-New,WEST LA,8/6/2021,1000000,1,RE40-1-H,34.09754,-118.43777
Bldg-New,VAN NUYS,7/10/2020,346000,1,R1V3,34.07918,-118.37094
Bldg-Addition,METRO,4/19/2017,100000,1,R3-1,34.00395,-118.27507
Bldg-New,VAN NUYS,10/25/2018,191000,1,A2-1,34.23677,-118.48485
Bldg-New,METRO,2/24/2021,305222,1,RD1.5-1,34.17356,-118.3606
Bldg-Addition,METRO,2/26/2021,270000,1,C1-1VL,34.07876,-118.27905
Bldg-New,METRO,2/24/2021,6750000,1,R4-2,34.09606,-118.31193
Bldg-New,SOUTH LA,7/12/2018,98273,1,RD2-1,33.96602,-118.30265
Bldg-New,METRO,4/24/2019,131603,1,R1-1VL-RIO,34.0881,-118.22962
Bldg-New,WEST LA,2/22/2021,220000,1,R3-1,34.01209,-118.42794
Bldg-New,VAN NUYS,2/6/2020,556450,1,R1-1-RIO,34.15343,-118.38458
Bldg-New,WEST LA,2/22/2021,220000,1,R3-1,34.01209,-118.42794
Bldg-New,METRO,7/3/2017,200000,1,R1-1,34.12188,-118.18913
Bldg-New,WEST LA,2/22/2021,220000,1,R3-1,34.01209,-118.42794
Bldg-New,METRO,8/6/2019,0,1,R1-1,34.03649,-118.38444
Bldg-New,WEST LA,2/23/2021,225000,1,R3-1,34.03228,-118.44827
Bldg-New,METRO,2/25/2021,1500000,1,R1-1-HCR,34.09836,-118.37116
Bldg-New,VAN NUYS,3/15/2019,570000,1,R1-1,34.163,-118.49438
Bldg-New,WEST LA,7/31/2018,510000,1,R1-1-O,34.05332,-118.41835
Bldg-New,METRO,10/7/2019,150000,1,RD2-1VL,34.10611,-118.26065
Bldg-New,METRO,2/23/2021,200000,1,R1-1XL,33.74843,-118.29396
Bldg-New,VAN NUYS,2/13/2020,225000,1,[Q]R1-1D,34.08422,-118.19502
Bldg-New,WEST LA,8/9/2016,2300000,1,RE15-1-H,34.10472,-118.39132
Bldg-New,WEST LA,2/26/2021,350000,1,R2-1-O,34.0365,-118.42864
Bldg-New,VAN NUYS,11/18/2020,145000,1,R3-1,34.09405,-118.32251
Bldg-New,WEST LA,2/23/2021,40000,1,R1V2,34.00879,-118.42647
Bldg-New,WEST LA,12/21/2017,300000,1,RD1.5-1-O,33.988,-118.4681
Bldg-New,VAN NUYS,2/25/2021,410000,1,RA-1,34.16356,-118.56895
Bldg-New,METRO,8/28/2020,300000,1,R1-1,34.11081,-118.32369
Bldg-New,METRO,1/16/2018,341668,1,RD2-1VL,34.09053,-118.27362
Bldg-New,WEST LA,2/22/2021,220000,1,R3-1,34.01209,-118.42794
Bldg-New,WEST LA,2/23/2021,220000,1,R3-1,34.01209,-118.42794
Bldg-New,VAN NUYS,2/20/2021,718888,1,RE15-1-H-HCR,34.12122,-118.38837
Bldg-New,METRO,5/22/2019,180000,1,RD3-1-HPOZ,34.07007,-118.20838
Bldg-New,VAN NUYS,11/12/2019,735000,1,RE15-1-H,34.13012,-118.32837
Bldg-New,WEST LA,2/24/2021,225000,1,R3-1,34.03227,-118.44837
Bldg-New,METRO,2/23/2021,379000,1,R1-1,34.06114,-118.32896
Bldg-Alter/Repair,SANPEDRO,11/26/2018,60000,1,[Q]C2-1XL,33.73307,-118.29701
Bldg-Alter/Repair,VAN NUYS,1/22/2019,104000,1,R3-1,33.99357,-118.42444
Bldg-Addition,METRO,3/9/2018,35000,1,RD2-1-HPOZ,34.03801,-118.30519
Bldg-New,METRO,7/3/2017,200000,1,R1-1,34.12198,-118.18916
Bldg-New,VAN NUYS,10/3/2019,94000,1,R1-1,33.99249,-118.43913
Bldg-New,METRO,2/5/2018,200000,1,RD2-1VL,34.09733,-118.27464
Bldg-New,METRO,1/16/2018,341668,1,RD2-1VL,34.09049,-118.27353
Bldg-New,VAN NUYS,12/6/2019,556000,1,R2-1XL,34.08578,-118.35726
Bldg-New,METRO,3/9/2020,330000,1,RD2-1,34.02714,-118.34156
Bldg-New,VAN NUYS,11/20/2020,705000,1,[T]RE-1,34.28567,-118.58048
Bldg-New,METRO,1/16/2018,377412,1,RD2-1VL,34.0906,-118.2737
Bldg-New,METRO,3/28/2019,200000,1,RD1.5-1,34.13987,-118.19442
Bldg-New,WEST LA,10/22/2020,300000,1,R1V2,34.00472,-118.45195
Bldg-New,VAN NUYS,8/9/2021,460000,1,R1-1-RIO,34.14523,-118.37993
Bldg-New,METRO,8/10/2021,250000,1,RE11-1,34.11466,-118.29251
Bldg-Alter/Repair,VAN NUYS,12/18/2019,7000,1,RD2-1,33.97991,-118.28831
Bldg-New,VAN NUYS,9/6/2019,270000,1,[Q]R3-1-O,34.04828,-118.36981
Bldg-New,METRO,8/26/2015,601507,1,R1-1,34.11469,-118.32684
Bldg-New,METRO,6/28/2018,2000000,1,R1-1,34.09517,-118.37884
Bldg-New,METRO,2/12/2018,400000,1,[Q]RD3-1XL,34.00094,-118.4555
Bldg-New,METRO,9/26/2018,428220,1,R1-1,33.98669,-118.45939
Bldg-New,METRO,8/11/2021,1000000,1,R1-1-O-RFA,34.06896,-118.36886
Bldg-New,METRO,8/10/2021,309000,1,[Q]R1-1D,34.08358,-118.19394
Bldg-New,WEST LA,8/12/2020,300000,1,RD2-1,34.03407,-118.3752
Bldg-Alter/Repair,WEST LA,4/22/2021,20000,1,RD1.5-1-O,34.03071,-118.28725
Bldg-New,VAN NUYS,1/16/2020,818000,1,R1-1,34.08949,-118.37304
Bldg-New,VAN NUYS,7/30/2019,260000,1,RS-1-CUGU,34.23721,-118.39936
Bldg-New,VAN NUYS,2/25/2019,310000,1,R1-1-O,33.9859,-118.46094
Bldg-New,VAN NUYS,3/2/2021,1700000,1,RE11-1,34.03272,-118.52061
Bldg-New,METRO,12/22/2014,405868,1,R1-1,34.09756,-118.22521
Bldg-New,VAN NUYS,3/3/2021,520000,1,R1-1,34.15872,-118.39302
Bldg-New,WEST LA,3/3/2021,750000,1,RE15-1-H-HCR,34.10501,-118.46586
Bldg-New,METRO,3/28/2019,200000,1,RD1.5-1,34.13992,-118.19451
Bldg-New,VAN NUYS,8/12/2021,600000,1,R1-1-RIO,34.14463,-118.41984
Bldg-New,VAN NUYS,3/10/2020,498040,1,[T]RE-1,34.29643,-118.586
Bldg-New,WEST LA,9/22/2020,501,1,R1-1-O,34.05783,-118.43549
Bldg-Alter/Repair,METRO,10/22/2020,40000,1,R4-2,34.06398,-118.31298
Bldg-Alter/Repair,WEST LA,7/9/2020,10000,1,R2-1,33.98507,-118.26596
Bldg-New,VAN NUYS,7/2/2019,476209,1,R1-1-O-RFA,34.06981,-118.37445
Bldg-Alter/Repair,METRO,3/1/2021,10000,1,,34.18281,-118.39363
Bldg-New,WEST LA,8/9/2021,501,1,R1V2,34.03619,-118.38994
Bldg-New,WEST LA,11/29/2018,800000,1,RE20-1-H-HCR,34.085,-118.45478
Bldg-New,VAN NUYS,5/5/2016,1054000,1,RE15-1-H,34.14458,-118.49843
Bldg-New,VAN NUYS,10/30/2019,365000,1,RE9-1-H,34.22007,-118.6577
Bldg-Alter/Repair,METRO,3/1/2021,10000,1,,34.18246,-118.3924
Bldg-New,VAN NUYS,9/16/2019,169000,1,RD2-1,34.03973,-118.35361
Bldg-New,VAN NUYS,9/16/2019,230000,1,RD2-1,34.03968,-118.35367
Bldg-New,METRO,11/29/2018,435000,1,R1-1XL,33.71564,-118.30928
Bldg-New,WEST LA,3/3/2020,700000,1,R1-1-O,34.03971,-118.42095
Bldg-Alter/Repair,VAN NUYS,6/17/2019,60000,1,RD1.5-1,34.03858,-118.37807
Bldg-New,WEST LA,10/18/2019,1200000,1,RE15-1-H,34.061,-118.50191
Bldg-New,SOUTH LA,3/5/2021,300000,1,R1-1,34.1002,-118.20714
Bldg-New,VAN NUYS,9/16/2019,259000,1,RD2-1,34.03956,-118.35371
Bldg-Alter/Repair,METRO,10/18/2018,1000,1,R1-1,34.11984,-118.20753
Bldg-New,VAN NUYS,3/4/2021,231000,1,RD1.5-1-CDO,34.11899,-118.24018
Bldg-New,METRO,2/9/2021,173000,1,R2-1,34.02971,-118.34666
Bldg-New,VAN NUYS,4/3/2019,900000,1,RE15-1-H-HCR,34.1114,-118.47719
Bldg-New,WEST LA,10/16/2019,300000,1,,34.00808,-118.43395
Bldg-New,WEST LA,6/1/2017,805000,1,R1-1,34.0461,-118.43621
Bldg-New,VAN NUYS,2/14/2020,870000,1,R2-1XL,34.0867,-118.35752
Bldg-New,VAN NUYS,3/4/2021,231000,1,RD1.5-1-CDO,34.11899,-118.24018
Bldg-New,VAN NUYS,3/13/2020,225700,1,(T)(Q)RD3-1XL,34.31088,-118.42544
Bldg-New,VAN NUYS,9/16/2019,253000,1,RD2-1,34.03962,-118.35369
Bldg-Alter/Repair,SANPEDRO,2/28/2019,5000,1,[Q]R3-1VL,33.79057,-118.30307
Bldg-New,METRO,12/22/2014,344087,1,R1-1,34.09754,-118.22555
Bldg-New,VAN NUYS,3/13/2020,225700,1,(T)(Q)RD3-1XL,34.31088,-118.42544
Bldg-New,VAN NUYS,12/27/2019,218000,1,(T)(Q)RD3-1,34.24915,-118.51985
Bldg-New,VAN NUYS,10/30/2019,400000,1,RE9-1-H,34.22028,-118.65766
Bldg-New,VAN NUYS,8/11/2017,582000,1,R1-1,34.0599,-118.47421
Bldg-New,VAN NUYS,9/16/2019,294000,1,RD2-1,34.03948,-118.35372
Bldg-Alter/Repair,METRO,12/14/2020,20000,1,RD1.5-1XL,34.09375,-118.29751
Bldg-New,VAN NUYS,8/12/2021,288153,1,R1-1,34.20682,-118.51988
Bldg-New,VAN NUYS,3/4/2021,231000,1,RD1.5-1-CDO,34.11899,-118.24018
Bldg-New,VAN NUYS,3/4/2021,222000,1,RD1.5-1-CDO,34.11899,-118.24018
Bldg-New,METRO,12/14/2017,1075176,1,R1-1,34.03646,-118.52503
Bldg-New,VAN NUYS,2/10/2021,501910,1,[T]RE-1,34.29748,-118.5862
Bldg-Alter/Repair,WEST LA,2/28/2021,501,1,R1-1-O-RFA,34.06941,-118.36368
Bldg-New,WEST LA,3/14/2017,1050000,1,RE15-1-H,34.11077,-118.46217
Bldg-New,VAN NUYS,1/23/2018,700000,1,RE15-1-H,34.13981,-118.49696
Bldg-Alter/Repair,METRO,1/4/2021,7500,1,RD1.5-1-HPOZ,34.11534,-118.18038
Bldg-New,METRO,2/7/2019,400000,1,R2-1,34.03784,-118.35655
Bldg-New,VAN NUYS,4/10/2020,560000,1,R1V1,34.04185,-118.51796
Bldg-New,WEST LA,8/9/2021,3300000,1,RE15-1-H,34.07883,-118.50244
Bldg-New,WEST LA,1/29/2019,500000,1,R1-1,33.99373,-118.42739
Bldg-New,VAN NUYS,7/27/2018,402000,1,RA-1,34.04521,-118.51491
Bldg-New,VAN NUYS,5/21/2021,360000,1,R1-1-RIO,34.14802,-118.35881
Bldg-New,VAN NUYS,5/18/2021,900000,1,RE11-1,34.05219,-118.51444
Bldg-New,METRO,1/9/2015,350000,1,R2-1VL,34.08413,-118.27754
Bldg-New,VAN NUYS,11/10/2021,570000,1,R1-1,34.16227,-118.38876
Bldg-New,METRO,11/27/2019,250000,1,[Q]R1-1D,34.10901,-118.17807
Bldg-New,METRO,12/11/2017,237807,1,R4-1,34.0556,-118.28455
Bldg-New,VAN NUYS,9/17/2020,550000,1,[T]RE-1,34.29612,-118.58439
Bldg-New,VAN NUYS,2/17/2021,400000,1,RA-1,34.16344,-118.56917
Bldg-New,METRO,5/18/2021,1014120,1,R1-1,34.07258,-118.43698
Bldg-New,VAN NUYS,3/19/2019,416000,1,R1-1,34.15501,-118.39016
Bldg-New,METRO,11/4/2021,220000,1,R2-1,33.87905,-118.28927
Bldg-New,VAN NUYS,10/8/2020,200000,1,RD1.5-1VL,34.07853,-118.28228
Bldg-New,VAN NUYS,5/21/2021,550000,1,R1-1,34.15851,-118.38439
Bldg-New,METRO,11/21/2019,260000,1,RD2-1XL,34.09415,-118.29828
Bldg-New,WEST LA,5/22/2019,2236520,1,RE15-1,34.06174,-118.48253
Bldg-New,WEST LA,8/16/2018,2825000,1,RE20-1,34.03009,-118.52053
Bldg-Addition,METRO,8/13/2021,95000,1,R2-1,34.00171,-118.26739
Bldg-New,VAN NUYS,10/22/2019,622000,1,RE15-1-H,34.12477,-118.32801
Bldg-New,VAN NUYS,6/28/2019,219000,1,C1-1VL,34.27428,-118.46813
Bldg-New,VAN NUYS,6/13/2019,797400,1,[T]RE-1,34.28468,-118.57797
Bldg-New,VAN NUYS,5/20/2019,910000,1,RE15-1-H-HCR,34.0984,-118.38382
Bldg-New,METRO,2/12/2018,400000,1,[Q]RD3-1XL,34.00063,-118.45538
Bldg-New,VAN NUYS,10/21/2019,481400,1,R1V3,34.07998,-118.37026
Bldg-New,VAN NUYS,6/28/2019,219000,1,C1-1VL,34.27428,-118.46813
Bldg-New,VAN NUYS,2/26/2020,252000,1,R1-1,34.17612,-118.36837
Bldg-New,VAN NUYS,2/18/2020,575000,1,,34.29731,-118.5813
Bldg-New,METRO,9/1/2017,230000,1,R1-1-HPOZ,34.11211,-118.2008
Bldg-New,VAN NUYS,3/10/2020,498040,1,[T]RE-1,34.29673,-118.58615
Bldg-New,WEST LA,8/9/2021,600000,1,R1V2-O,34.04235,-118.40629
Bldg-New,METRO,3/28/2019,200000,1,RD1.5-1,34.14,-118.19461
